baker,baker_last_name,series,baker_age,baker_occupation,hometown,episode.x,signature_bake,show_stopper,episode.y,technical,result
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",7,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,NA,NA,NA
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",8,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",NA,NA,NA
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",9,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,NA,NA,NA
Nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,NA,NA,NA
Natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",1,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake,NA,NA,NA
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",1,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes,NA,NA,NA
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",2,Farthing Biscuits,Zulu Boats at Dawn,NA,NA,NA
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",3,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf,NA,NA,NA
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",4,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise,NA,NA,NA
Norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",5,Tarte au Citron,Pieful Tower,NA,NA,NA
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",1,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,NA,NA,NA
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",2,"Chocolate, Hazelnut and Fig Biscotti",Memory Box,NA,NA,NA
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",3,Cranberry and Orange Sweet Soda Breads,King of the Jungle,NA,NA,NA
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",4,Almond Crème Brûlées,Berry Cheesecake Tower,NA,NA,NA
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",5,Carrot & Pecan Cake,Dessert Island Getaway,NA,NA,NA
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",6,Christmas Frangipane Tart,Savoury and Sweet Bouchées,NA,NA,NA
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",7,Not a Boaring Pie,Charlotte Rose,NA,NA,NA
Paul,Jagger,6,49,Prison governor,"Swansea, Wales",8,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne,NA,NA,NA
Peter,Abatan,8,52,IT programme manager,"Southend, Essex",1,Coconut Cake,'Bread on a Breadboard' Cake,NA,NA,NA
Peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",1,"Pear, Muscat & Chocolate",Jubilee Cake,NA,NA,NA
Peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",2,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",NA,NA,NA
Phil,Thorne,10,56,HGV driver,Rainham,NA,NA,NA,NA,NA,NA
Priya,O'Shea,10,34,Marketing consultant,Leicester,NA,NA,NA,NA,NA,NA
Rahul,Mandal,9,30,Research scientist,Rotherham,NA,NA,NA,NA,NA,NA
Rav,Bansal,7,28,Student support,Erith,1,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake,NA,NA,NA
Rav,Bansal,7,28,Student support,Erith,2,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,NA,NA,NA
Rav,Bansal,7,28,Student support,Erith,3,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,NA,NA,NA
Rav,Bansal,7,28,Student support,Erith,4,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,NA,NA,NA
Rav,Bansal,7,28,Student support,Erith,5,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,NA,NA,NA
Rav,Bansal,7,28,Student support,Erith,6,Mandarin Margarita Meringue Pie,Blossom Cake,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",1,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",2,Rosemary Seeded Crackers,Pirates!,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",3,Rye and Cranberry Rolls,Pesto Pinwheel,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",4,Black Forest Chocolate Fondants,Tiramisu Baked Alaska,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",5,Fig and Orange Tart,Three Course Autumn Pie Feast,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",6,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",7,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",8,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",9,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,NA,NA,NA
Richard,Burr,5,38,Builder,"Mill Hill, London",10,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,NA,NA,NA
Robert,Billington,2,25,Photographer,London,1,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache,NA,NA,NA
Robert,Billington,2,25,Photographer,London,2,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",NA,NA,NA
Robert,Billington,2,25,Photographer,London,3,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls,NA,NA,NA
Robert,Billington,2,25,Photographer,London,4,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,NA,NA,NA
Robert,Billington,2,25,Photographer,London,5,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,NA,NA,NA
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",1,Pecan and Apple Cake,Raspberry Chocolate Cake,NA,NA,NA
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",2,Twisty Rye Bread Sticks,Tribute Loaf,NA,NA,NA
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",3,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,NA,NA,NA
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,NA,NA,NA
Robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",5,Blueberry & Orange Traybake,Dalek,NA,NA,NA
Rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,NA,NA,NA,NA,NA,NA
Ruby,Bhogal,9,29,Project manager,London,NA,NA,NA,NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",1,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",2,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",3,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",4,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",5,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",6,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns,NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",7,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",8,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot,NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",9,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",NA,NA,NA
Ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",10,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake",NA,NA,NA
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",1,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,NA,NA
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",2,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,NA,NA,NA
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",3,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels",NA,NA,NA
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",4,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",NA,NA,NA
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",5,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",NA,NA,NA
Ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",6,"Mint, Ginger and Blackberry Cake",NA,NA,NA,NA
Ryan,Chong,3,38,Photographer,Bristol,1,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake,NA,NA,NA
Ryan,Chong,3,38,Photographer,Bristol,2,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",NA,NA,NA
Ryan,Chong,3,38,Photographer,Bristol,3,Spiced Pear Tarte Tatin,NA,NA,NA,NA
Ryan,Chong,3,38,Photographer,Bristol,4,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",NA,NA,NA
Ryan,Chong,3,38,Photographer,Bristol,5,Curry Spiced Seabass Wellington,Key Lime Pie,NA,NA,NA
Ryan,Chong,3,38,Photographer,Bristol,6,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",NA,NA,NA
Ryan,Chong,3,38,Photographer,Bristol,7,Lardy Cakes,Char Siu Bao,NA,NA,NA
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",1,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,NA,NA,NA
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",2,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box,NA,NA,NA
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",3,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,NA,NA,NA
Sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",4,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",NA,NA,NA
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",1,"Pear, Chocolate and Hazelnut",Hidden Crown Cake,NA,NA,NA
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",2,Toasted Coconut and Lime RotisOatcakes,NA,NA,NA,NA
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",3,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam,NA,NA,NA
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",4,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,NA,NA,NA
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",5,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,NA,NA,NA
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",6,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,NA,NA,NA
Sarah-Jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",7,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,1,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,2,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,3,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,4,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,5,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,6,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake,NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,7,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,8,Bouquet of Flowers,Fruity Tudor Marchpane,NA,NA,NA
Selasi,Gbormittah,7,30,Client service associate,London,9,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,NA,NA,NA
Simon,Blackwell,2,31,Rugby Coach,Norfolk,1,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake,NA,NA,NA
Simon,Blackwell,2,31,Rugby Coach,Norfolk,2,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",3,Tagine Teacakes,'Picnic Basket' Bread Sculpture,NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",5,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",6,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",7,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",8,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",9,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,NA,NA,NA
Sophie,Faldo,8,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",10,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",1,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",2,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",3,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",4,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",5,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",6,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",7,My All Time Favourite Desserts,Pastry Surprise,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",8,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,NA,NA,NA
Stacey,Hart,8,42,Former school teacher,"Radlett, Hertfordshire",9,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,NA,NA,NA
Steph,Blackwell,10,28,Shop assistant,Chester,NA,NA,NA,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",1,Bonfire Night Cake,'A Baker's Lunch' Cake,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",2,Amarpressi Biscuits,'Check Bake' Game,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",3,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",4,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",5,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",6,'Fleetwood Mac' Decorative Pies,Christmas Pie,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",7,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",8,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",9,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,NA,NA,NA
Steven,Carter-Bailey,8,34,Marketer,"Watford, Hertfordshire",10,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,NA,NA,NA
Stu,Henshall,6,35,Professional musician,"Guildford, Surrey",1,Marley Madeira Cake,Purple Forest Gâteau,NA,NA,NA
Stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",1,Tomato and Ginger,Lemon and Pistachio Union Flag Cake,NA,NA,NA
Stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",2,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",NA,NA,NA
Stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",3,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart,NA,NA,NA
Stuart,Marston-Smith,3,26,PE teacher,"Lichfield, Staffordshire",4,Black Forest Torte,Choca Blocka Mocha Meringue,NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,1,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell,NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,2,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box,NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,3,"Fig, Cheese and Walnut Breads",Breadcycle,NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,4,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio",NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,5,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll,NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,6,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,7,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,8,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,9,Chocolate New York Pie,Chocolate Bell Tower,NA,NA,NA
Tamal,Ray,6,29,Trainee anaesthetist,Manchester,10,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake,NA,NA,NA
Terry,Hartill,9,56,Retired air steward,West Midlands,NA,NA,NA,NA,NA,NA
Toby,Waterworth,4,30,Web Programmer,"Reading, Berkshire",1,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,NA,NA,NA
Tom,Gilliford,7,26,Project engagement manager,Rochdale,1,G&T Drizzle Cake,Black Forest Broken Mirror,NA,NA,NA
Tom,Gilliford,7,26,Project engagement manager,Rochdale,2,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,NA,NA,NA
Tom,Gilliford,7,26,Project engagement manager,Rochdale,3,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,NA,NA,NA
Tom,Gilliford,7,26,Project engagement manager,Rochdale,4,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,NA,NA,NA
Tom,Gilliford,7,26,Project engagement manager,Rochdale,5,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche,NA,NA,NA
Tom,Gilliford,7,26,Project engagement manager,Rochdale,6,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,NA,NA,NA
Tom,Gilliford,7,26,Project engagement manager,Rochdale,7,Millionaire's Roulade,Hipster Picnic,NA,NA,NA
Tom,Hetherington,8,29,Architect,Edinburgh,1,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,NA,NA,NA
Tom,Hetherington,8,29,Architect,Edinburgh,2,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,NA,NA,NA
Tom,Hetherington,8,29,Architect,Edinburgh,3,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,NA,NA,NA
Tom,Hetherington,8,29,Architect,Edinburgh,4,Stem Ginger Caramel Shortbreads,Hummingbird Cake,NA,NA,NA
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",1,Lemon and Thyme Madeira Cake,Falling Cup Gâteau,NA,NA,NA
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",2,White Wine Biscotti,Baby Climbing into the Cookie Box,NA,NA,NA
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",3,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket,NA,NA,NA
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",4,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes",NA,NA,NA
Ugnė,Bubnaityte,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",5,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll",NA,NA,NA
Urvashi,Roe,2,40,Head of Marketing,"Enfield, London",1,Cherry Blossom CupcakesJapanese Lime Cupcakes,NA,NA,NA,NA
Urvashi,Roe,2,40,Head of Marketing,"Enfield, London",2,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts,NA,NA,NA
Urvashi,Roe,2,40,Head of Marketing,"Enfield, London",3,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,NA,NA,NA
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,1,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting,NA,NA,NA
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,2,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,NA,NA,NA
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,3,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""",NA,NA,NA
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,4,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,NA,NA,NA
Val,Stones,7,66,"Semi-retired, Substitute teacher",Yeovil,5,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",NA,NA,NA
Victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,1,Pear and Pecan,Blackbird Pie Cake,NA,NA,NA
Victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,2,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels",NA,NA,NA
Victoria,Chester,3,50,CEO of the charity Plantlife,Somerset,3,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust,NA,NA,NA
Yasmin,Limbert,2,43,Childminder,"West Kirby, The Wirral",1,Cardamom and Pomegranate Cupcakes,NA,NA,NA,NA
